time/iterations,rollout/ep_len_mean,train/std,train/learning_rate,train/approx_kl,train/clip_fraction,rollout/ep_rew_mean,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/loss,time/total_timesteps,time/fps,time/time_elapsed,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
1170,846.76,2.97517991065979,0.00025,0.018819261,0.121429443359375,7182.874159540001,0.2,-0.02033414029283449,0.8787412047386169,0.018295397609472276,-0.22781431674957275,19169280,10965,1748,11690,-40.0512617111206,,
1180,864.47,3.0196614265441895,0.00025,0.017650533,0.134552001953125,7369.83151588,0.2,-0.01933209311682731,0.7861420512199402,0.021636368613690136,-0.22521068155765533,19333120,10969,1762,11790,-40.27910804748535,,
1190,823.49,3.053617238998413,0.00025,0.018121686,0.13951416015625,7033.902852130001,0.2,-0.020837313705123962,0.8365120887756348,0.016263726726174356,-0.23119384050369263,19496960,10973,1776,11890,-40.448356819152835,,
1200,852.28,3.078484296798706,0.00025,0.01911879,0.148321533203125,7324.89036592,0.2,-0.02003549488144927,0.8191664814949036,0.027427533734589817,-0.2244568020105362,19660800,10976,1791,11990,-40.545755577087405,,
1210,809.89,3.120469093322754,0.00025,0.020601109,0.14954833984375,6981.547687029999,0.2,-0.02113336098846048,0.8270182609558105,0.032987885735929014,-0.2258269339799881,19824640,10980,1805,12090,-40.74041862487793,,
1220,785.75,3.1571767330169678,0.00025,0.02087828,0.14683837890625,6800.651024509999,0.2,-0.023477800108958037,0.815761923789978,0.04072344871237874,-0.22943705320358276,19988480,10983,1819,12190,-40.89950447082519,,
,,3.159939765930176,0.00025,0.019631032,0.146435546875,,0.2,-0.020817449665628374,0.8258339166641235,0.022331520356237887,-0.23187117278575897,20000000,,,12200,-40.92014026641846,1000.0,9051.971559870057
1230,738.64,3.187469005584717,0.00025,0.017843027,0.152508544921875,6360.761399760001,0.2,-0.02205493194051087,0.8202784061431885,0.0367956081405282,-0.22910569608211517,20152320,10972,1836,12290,-41.06428470611572,,
1240,808.19,3.2261712551116943,0.00025,0.02050373,0.144732666015625,7032.662829480001,0.2,-0.020557244057999923,0.8366485834121704,0.02567540090531111,-0.23145699501037598,20316160,10973,1851,12390,-41.2325834274292,,
1250,851.38,3.2654647827148438,0.00025,0.019359943,0.148681640625,7453.6815166199995,0.2,-0.020940009388141334,0.8482688665390015,0.022072611935436727,-0.23302088677883148,20480000,10972,1866,12490,-41.39849491119385,,
1260,804.69,3.311516761779785,0.00025,0.017032247,0.15423583984375,7032.22005933,0.2,-0.020244519808329642,0.8256219029426575,0.021261055674403905,-0.23495259881019592,20643840,10973,1881,12590,-41.587625885009764,,
1270,825.18,3.3492133617401123,0.00025,0.018027112,0.162451171875,7221.9506233,0.2,-0.018211967195384204,0.7908812761306763,0.023958810791373252,-0.22873616218566895,20807680,10975,1895,12690,-41.743791580200195,,
1280,810.91,3.3895318508148193,0.00025,0.017191047,0.1278564453125,7136.61443643,0.2,-0.019059604371432216,0.796984851360321,0.031192936282604933,-0.23063309490680695,20971520,10975,1910,12790,-41.91276512145996,,
1290,803.81,3.4419636726379395,0.00025,0.018060666,0.145806884765625,7092.53707056,0.2,-0.019725858792662622,0.8164035677909851,0.03332838648930192,-0.23171371221542358,21135360,10976,1925,12890,-42.137088012695315,,
1300,812.82,3.485806941986084,0.00025,0.017872807,0.1354736328125,7180.187787170001,0.2,-0.01968045411631465,0.8319735527038574,0.02015720456838608,-0.2360636591911316,21299200,10979,1939,12990,-42.31260509490967,,
1310,764.63,3.5127127170562744,0.00025,0.019382738,0.145452880859375,6800.62483365,0.2,-0.022282714699395002,0.8469836711883545,0.02620067782700062,-0.2390894591808319,21463040,10981,1954,13090,-42.43543186187744,,
1320,750.72,3.555002212524414,0.00025,0.020255681,0.148272705078125,6665.8370749000005,0.2,-0.02270699889631942,0.7908398509025574,0.05589150208979845,-0.2283497154712677,21626880,10983,1969,13190,-42.61713581085205,,
1330,750.98,3.5923211574554443,0.00025,0.016619597,0.14381103515625,6663.97215985,0.2,-0.019787131459452212,0.8019450306892395,0.02327744523063302,-0.24043725430965424,21790720,10985,1983,13290,-42.774515533447264,,
1340,772.41,3.640909433364868,0.00025,0.020438304,0.160455322265625,6892.54696754,0.2,-0.02017447375692427,0.7761136293411255,0.03657445218414068,-0.23361079394817352,21954560,10988,1997,13390,-43.00430126190186,,
,,3.655714273452759,0.00025,0.019245759,0.159112548828125,,0.2,-0.019887510873377322,0.7654531598091125,0.0293199734762311,-0.23751860857009888,22000000,,,13420,-43.0497013092041,1000.0,9246.030688733235
1350,789.49,3.6877503395080566,0.00025,0.017455999,0.14642333984375,7038.98177473,0.2,-0.01836053601000458,0.784557044506073,0.03241417082026601,-0.2329586148262024,22118400,10980,2014,13490,-43.16559658050537,,
1360,797.34,3.7397844791412354,0.00025,0.021202404,0.146783447265625,7155.032374540002,0.2,-0.02185103747760877,0.8046903610229492,0.04251517066732049,-0.23999206721782684,22282240,10984,2028,13590,-43.40208492279053,,
1370,781.37,3.804600477218628,0.00025,0.019189224,0.142913818359375,6991.2677048199985,0.2,-0.022355029068421572,0.830917477607727,0.03248730627819896,-0.24346888065338135,22446080,10985,2043,13690,-43.612135314941405,,
1380,781.87,3.8648741245269775,0.00025,0.018983362,0.1486328125,6988.78323051,0.2,-0.02137022096430883,0.8202598690986633,0.030958938878029585,-0.24380473792552948,22609920,10984,2058,13790,-43.821341323852536,,
1390,792.55,3.9246408939361572,0.00025,0.021349207,0.151806640625,7087.320826470002,0.2,-0.021332632028497757,0.7798133492469788,0.04016426531597972,-0.23807398974895477,22773760,10981,2073,13890,-44.017856407165525,,
1400,827.05,3.970547914505005,0.00025,0.018737603,0.140692138671875,7463.04829226,0.2,-0.020415948843583463,0.7969608306884766,0.021349670737981795,-0.24713262915611267,22937600,10979,2089,13990,-44.20018615722656,,
1410,820.09,4.019639015197754,0.00025,0.019359399,0.139788818359375,7392.6786581199985,0.2,-0.018787515978328884,0.7342967987060547,0.031134719401597975,-0.23945888876914978,23101440,10981,2103,14090,-44.390473175048825,,
1420,818.46,4.07004451751709,0.00025,0.018861061,0.13553466796875,7407.4629761,0.2,-0.020256547559984028,0.8049725890159607,0.04132723119109869,-0.24188001453876495,23265280,10983,2118,14190,-44.57043399810791,,
1430,787.73,4.126529216766357,0.00025,0.020178435,0.15687255859375,7102.42659096,0.2,-0.022245275822933765,0.8038278818130493,0.054323142394423485,-0.2407989650964737,23429120,10984,2132,14290,-44.75034523010254,,
1440,811.82,4.179659843444824,0.00025,0.018859,0.13643798828125,7379.10480433,0.2,-0.019441487384028733,0.8229900598526001,0.03076824313029647,-0.245553120970726,23592960,10983,2147,14390,-44.93553237915039,,
1450,874.17,4.234689235687256,0.00025,0.018171351,0.140887451171875,7983.557467250001,0.2,-0.018889465800020842,0.6306921243667603,0.015166764939203858,-0.25124940276145935,23756800,10983,2162,14490,-45.137260818481444,,
1460,810.56,4.28415060043335,0.00025,0.019941926,0.149371337890625,7398.331340109999,0.2,-0.017265546263661235,0.7794589996337891,0.02461427990347147,-0.24592506885528564,23920640,10986,2177,14590,-45.31211261749267,,
,,4.314540386199951,0.00025,0.018361956,0.140618896484375,,0.2,-0.018641437322366984,0.7940771579742432,0.024648843612521888,-0.24718214571475983,24000000,,,14640,-45.416731452941896,1000.0,9625.996040654183
1470,872.44,4.349640846252441,0.00025,0.01982963,0.1333251953125,7982.9315982299995,0.2,-0.017771733738482,0.7799007892608643,0.01896875221282244,-0.24825213849544525,24084480,10978,2193,14690,-45.50549259185791,,
1480,801.24,4.3903961181640625,0.00025,0.02058522,0.151019287109375,7295.215761799998,0.2,-0.02005716054700315,0.7074154615402222,0.029822864290326833,-0.24998021125793457,24248320,10978,2208,14790,-45.68948745727539,,
1490,819.08,4.43224573135376,0.00025,0.018493813,0.131317138671875,7480.75869575,0.2,-0.019155222771223633,0.7913784980773926,0.024404841102659704,-0.2515958249568939,24412160,10978,2223,14890,-45.8396032333374,,
1500,803.94,4.483613967895508,0.00025,0.018169986,0.14024658203125,7333.7811276699995,0.2,-0.01858148375758901,0.7821460962295532,0.024656829051673414,-0.24993428587913513,24576000,10979,2238,14990,-45.993727684020996,,
1510,823.65,4.561787128448486,0.00025,0.018918341,0.151837158203125,7558.74235757,0.2,-0.01875489824451506,0.7398940324783325,0.0378242202103138,-0.24897418916225433,24739840,10981,2252,15090,-46.25263271331787,,
1520,827.99,4.610754013061523,0.00025,0.017165363,0.1484130859375,7559.089444840001,0.2,-0.01841094152186997,0.7837814688682556,0.02592602726072073,-0.2526792883872986,24903680,10984,2267,15190,-46.382347869873044,,
1530,843.62,4.667312145233154,0.00025,0.019425374,0.141473388671875,7759.367557,0.2,-0.019501616118941457,0.7979004383087158,0.032219670433551076,-0.25334373116493225,25067520,10986,2281,15290,-46.56037826538086,,
1540,812.5,4.734498023986816,0.00025,0.017372504,0.134332275390625,7467.0878599299995,0.2,-0.019956339383497834,0.819621205329895,0.02774523478001356,-0.257779061794281,25231360,10989,2296,15390,-46.75099430084229,,
1550,881.48,4.810693740844727,0.00025,0.018848881,0.148175048828125,8158.139247629999,0.2,-0.018557545071234926,0.7708365321159363,0.025038477685302495,-0.25397560000419617,25395200,10991,2310,15490,-46.95574398040772,,
1560,820.3,4.865257740020752,0.00025,0.01810093,0.1404052734375,7574.854475280001,0.2,-0.01891881946939975,0.7696635723114014,0.02175534553825855,-0.2602536082267761,25559040,10992,2325,15590,-47.09963092803955,,
1570,794.45,4.931758403778076,0.00025,0.019633058,0.14610595703125,7318.5626898599985,0.2,-0.02027380035724491,0.8480780124664307,0.028727648966014385,-0.2591840624809265,25722880,10991,2340,15690,-47.28977451324463,,
1580,746.01,5.001294136047363,0.00025,0.020183686,0.147528076171875,6834.028205590002,0.2,-0.02144559359876439,0.815647304058075,0.03036689842119813,-0.26227521896362305,25886720,10991,2355,15790,-47.48962268829346,,
,,5.049904823303223,0.00025,0.019410042,0.147052001953125,,0.2,-0.018088279792573304,0.7099174857139587,0.02561326967552304,-0.2585926353931427,26000000,,,15860,-47.60981712341309,1000.0,9502.929440271855
1590,848.54,5.075927734375,0.00025,0.02071573,0.163702392578125,7856.49259025,0.2,-0.02042434811592102,0.7487142086029053,0.030458291247487067,-0.25960925221443176,26050560,10981,2372,15890,-47.67791233062744,,
1600,798.81,5.152507305145264,0.00025,0.018607914,0.13958740234375,7326.67559372,0.2,-0.019547144346870483,0.804763674736023,0.02954496620222926,-0.26073160767555237,26214400,10981,2387,15990,-47.889651679992674,,
1610,761.44,5.1886749267578125,0.00025,0.019496728,0.151531982421875,6987.584155539999,0.2,-0.02013488275697455,0.8354861736297607,0.02519973311573267,-0.2632491886615753,26378240,10982,2401,16090,-48.00523128509521,,
1620,749.05,5.246550559997559,0.00025,0.020423014,0.160504150390625,6859.45019984,0.2,-0.021943756710970774,0.8188391327857971,0.05021545123308897,-0.25720661878585815,26542080,10984,2416,16190,-48.17359962463379,,
1630,806.08,5.307918071746826,0.00025,0.018576153,0.141607666015625,7429.19506233,0.2,-0.01912763401051052,0.8043245673179626,0.030760227981954814,-0.2604762315750122,26705920,10985,2430,16290,-48.328982543945315,,
1640,827.48,5.408707618713379,0.00025,0.019456405,0.136798095703125,7604.732527709999,0.2,-0.019677625386975706,0.825437068939209,0.022136148251593112,-0.2675487995147705,26869760,10987,2445,16390,-48.572829246520996,,
1650,796.39,5.456871509552002,0.00025,0.019958932,0.151837158203125,7324.286748470002,0.2,-0.02175963771296665,0.7421448230743408,0.04470087382942438,-0.26173675060272217,27033600,10990,2459,16490,-48.682047271728514,,
1660,806.28,5.536733150482178,0.00025,0.020518877,0.154180908203125,7440.611105040001,0.2,-0.019537420512642713,0.8188155889511108,0.031451106444001196,-0.2635112702846527,27197440,10993,2473,16590,-48.841800117492674,,
1670,797.47,5.599057197570801,0.00025,0.02028298,0.146136474609375,7366.564012749998,0.2,-0.020887964533176272,0.876890242099762,0.0267575959675014,-0.2699999213218689,27361280,10997,2488,16690,-49.00624771118164,,
1680,797.04,5.672497272491455,0.00025,0.017385397,0.1416015625,7371.774081049999,0.2,-0.019122399366460742,0.8004316091537476,0.02265894003212452,-0.26761960983276367,27525120,11000,2502,16790,-49.17785568237305,,
1690,823.01,5.737759590148926,0.00025,0.017856166,0.14130859375,7624.8503116,0.2,-0.020471549761714412,0.8294453620910645,0.030592139065265655,-0.26811715960502625,27688960,11004,2516,16890,-49.32589473724365,,
1700,832.69,5.827147960662842,0.00025,0.017415786,0.145660400390625,7689.784924039999,0.2,-0.019176395132672042,0.8577380180358887,0.018464008765295147,-0.27366843819618225,27852800,11007,2530,16990,-49.55697612762451,,
,,5.890255928039551,0.00025,0.018878708,0.136407470703125,,0.2,-0.018291327450424433,0.7524471879005432,0.02707200003787875,-0.2683347165584564,28000000,,,17080,-49.714950752258304,1000.0,9682.904657047988
1710,840.58,5.895869731903076,0.00025,0.020232849,0.15867919921875,7772.707356010002,0.2,-0.019549341732636095,0.7251558899879456,0.034413480386137965,-0.2685927748680115,28016640,11000,2546,17090,-49.730703353881836,,
1720,760.94,5.971842288970947,0.00025,0.019484453,0.141302490234375,7025.647648859999,0.2,-0.020110042800661178,0.8352721929550171,0.03351080333814025,-0.27241846919059753,28180480,11004,2560,17190,-49.925551414489746,,
1730,805.65,6.042081832885742,0.00025,0.019035319,0.14212646484375,7423.389426659999,0.2,-0.020372683135792612,0.8542804718017578,0.022880718111991882,-0.2754417657852173,28344320,11007,2575,17290,-50.10288619995117,,
1740,877.46,6.128483295440674,0.00025,0.016608542,0.13114013671875,8148.715893600001,0.2,-0.015238575276453049,0.8013343214988708,0.011935843527317047,-0.27054452896118164,28508160,11010,2589,17390,-50.28923454284668,,
1750,774.79,6.2010931968688965,0.00025,0.017405951,0.153863525390625,7179.956964499999,0.2,-0.0206214313977398,0.7929984331130981,0.03412235518917441,-0.27421513199806213,28672000,11013,2603,17490,-50.48179969787598,,
1760,835.66,6.258998394012451,0.00025,0.01658142,0.12625732421875,7748.31488919,0.2,-0.01764990664087236,0.8554804921150208,0.010713426535949111,-0.27733591198921204,28835840,11016,2617,17590,-50.61919479370117,,
1770,764.85,6.332531929016113,0.00025,0.018640995,0.1310546875,7089.902246870001,0.2,-0.019893838674761355,0.8170916438102722,0.038867910578846934,-0.2739188075065613,28999680,11019,2631,17690,-50.78827724456787,,
1780,810.12,6.429900169372559,0.00025,0.018256284,0.14058837890625,7534.566681580001,0.2,-0.0194835402071476,0.8122615814208984,0.024691269639879464,-0.2777179479598999,29163520,11022,2645,17790,-50.996008491516115,,
1790,698.11,6.524977684020996,0.00025,0.018522512,0.14833984375,6464.536263629998,0.2,-0.019443030457478017,0.7817894220352173,0.03698598723858595,-0.27420055866241455,29327360,11025,2660,17890,-51.216223335266115,,
1800,759.02,6.632308006286621,0.00025,0.017956682,0.129638671875,7002.57326434,0.2,-0.018900343065615742,0.7886422872543335,0.036164761427789925,-0.27499818801879883,29491200,11027,2674,17990,-51.41251277923584,,
1810,827.48,6.7094244956970215,0.00025,0.019184388,0.14075927734375,7708.095463449999,0.2,-0.018025925441179425,0.7633999586105347,0.030793798621743917,-0.2750941216945648,29655040,11030,2688,18090,-51.5917366027832,,
1820,791.8,6.806912899017334,0.00025,0.017499216,0.127215576171875,7364.446683859998,0.2,-0.01973610232817009,0.8681124448776245,0.012738651456311345,-0.28579336404800415,29818880,11033,2702,18190,-51.77961883544922,,
1830,767.04,6.869719982147217,0.00025,0.01679919,0.14395751953125,7125.867885039999,0.2,-0.01854039463214576,0.7497021555900574,0.03490231763571501,-0.27611568570137024,29982720,11037,2716,18290,-51.89011573791504,,
,,6.8868584632873535,0.00025,0.018096447,0.13018798828125,,0.2,-0.020576685853302478,0.8588343858718872,0.026265472173690796,-0.2844637930393219,30000000,,,18310,-51.92157516479492,1000.0,9847.715363526344
1840,790.28,6.952159404754639,0.00025,0.017186303,0.11614990234375,7333.311963000001,0.2,-0.018622791836969556,0.8019962310791016,0.016085200663655996,-0.28577739000320435,30146560,11030,2732,18390,-52.07410316467285,,
1850,796.48,7.041634559631348,0.00025,0.019622706,0.153839111328125,7431.77957825,0.2,-0.019217049016151577,0.8179810047149658,0.0208830451592803,-0.2842731177806854,30310400,11033,2747,18490,-52.23806629180908,,
1860,819.72,7.135041236877441,0.00025,0.018246032,0.125775146484375,7629.41687229,0.2,-0.019799754465930165,0.7856202721595764,0.0318975143134594,-0.28497788310050964,30474240,11037,2760,18590,-52.38912467956543,,
1870,772.6,7.242990016937256,0.00025,0.019421004,0.14058837890625,7165.43848795,0.2,-0.020470652059884742,0.7542060613632202,0.05077093355357647,-0.27827009558677673,30638080,11042,2774,18690,-52.58854293823242,,
1880,759.39,7.348781108856201,0.00025,0.018416267,0.13951416015625,7045.354612949999,0.2,-0.02055228635435924,0.8275959491729736,0.04016907848417759,-0.2811295986175537,30801920,11048,2788,18790,-52.82670669555664,,
1890,794.65,7.436466693878174,0.00025,0.019315291,0.143316650390625,7421.088419450001,0.2,-0.017933577485382556,0.7674356698989868,0.020189216872677208,-0.2857690453529358,30965760,11053,2801,18890,-52.980086135864255,,
1900,789.54,7.51383638381958,0.00025,0.018732548,0.147430419921875,7375.170300720001,0.2,-0.020192840369418263,0.8211233615875244,0.03211548905819654,-0.2880861163139343,31129600,11058,2815,18990,-53.16251411437988,,
1910,766.85,7.627295970916748,0.00025,0.01748652,0.132733154296875,7113.3522872899985,0.2,-0.0174386752769351,0.8264655470848083,0.019602647749707103,-0.2880514860153198,31293440,11063,2828,19090,-53.36641292572021,,
1920,699.8,7.701447486877441,0.00025,0.022436287,0.16097412109375,6502.88395893,0.2,-0.01863232154864818,0.6973141431808472,0.03713228153064847,-0.2833128273487091,31457280,11067,2842,19190,-53.544318962097165,,
1930,827.21,7.792578220367432,0.00025,0.017545585,0.1374755859375,7708.38664152,0.2,-0.01734806924359873,0.7157027721405029,0.03244514912366867,-0.2851110100746155,31621120,11072,2855,19290,-53.6980785369873,,
1940,722.53,7.893312454223633,0.00025,0.018621052,0.135552978515625,6711.356017260001,0.2,-0.020539922791067512,0.7510266900062561,0.057291793078184126,-0.28160715103149414,31784960,11077,2869,19390,-53.915321350097656,,
1950,784.62,7.983177661895752,0.00025,0.020530608,0.149493408203125,7310.999265740001,0.2,-0.020680906798224895,0.7237290740013123,0.04745978582650423,-0.2879520356655121,31948800,11081,2883,19490,-54.07582683563233,,
,,8.001452445983887,0.00025,0.019777734,0.15191650390625,,0.2,-0.018987114494666456,0.7770317792892456,0.041782163083553314,-0.28655096888542175,32000000,,,19530,-54.11694564819336,1000.0,9706.887211441994
1960,773.39,8.054910659790039,0.00025,0.021237053,0.142486572265625,7185.800091490001,0.2,-0.021069958014413713,0.787696897983551,0.040180404856801036,-0.2908951938152313,32112640,11078,2898,19590,-54.204040718078616,,
1970,719.39,8.146767616271973,0.00025,0.017693141,0.120477294921875,6632.303557440001,0.2,-0.020432502834592015,0.8098915219306946,0.03953005820512771,-0.29098275303840637,32276480,11083,2912,19690,-54.36826152801514,,
1980,763.2,8.27184009552002,0.00025,0.01714528,0.1309326171875,7081.71726252,0.2,-0.01978868602309376,0.812967836856842,0.03084889827296138,-0.29331329464912415,32440320,11087,2925,19790,-54.56110610961914,,
1990,801.45,8.389230728149414,0.00025,0.017377775,0.13560791015625,7493.9760500600005,0.2,-0.018932347220834346,0.768364429473877,0.029503118339926006,-0.2938556671142578,32604160,11092,2939,19890,-54.74791374206543,,
2000,774.14,8.48292064666748,0.00025,0.017941173,0.143341064453125,7201.8231239199995,0.2,-0.0176948145031929,0.7922317981719971,0.023109324742108583,-0.29515451192855835,32768000,11096,2952,19990,-54.903201293945315,,
2010,808.29,8.549120903015137,0.00025,0.018834326,0.1343994140625,7527.192594669999,0.2,-0.018531103210989386,0.7329372763633728,0.035045018419623375,-0.2914968430995941,32931840,11101,2966,20090,-55.03534488677978,,
2020,758.98,8.684006690979004,0.00025,0.019517273,0.16644287109375,7098.5495978399995,0.2,-0.020202654879540205,0.797511100769043,0.029995336104184388,-0.29772868752479553,33095680,11105,2980,20190,-55.17773208618164,,
2030,815.42,8.789237022399902,0.00025,0.016361993,0.14195556640625,7686.1663661,0.2,-0.017336716142017393,0.7604414224624634,0.030624134093523027,-0.29446542263031006,33259520,11110,2993,20290,-55.32593536376953,,
2040,820.92,8.912125587463379,0.00025,0.017453454,0.155413818359375,7732.553923370001,0.2,-0.01709190591936931,0.7791022062301636,0.02485734224319458,-0.2947463393211365,33423360,11114,3007,20390,-55.51035270690918,,
2050,791.8,9.046852111816406,0.00025,0.017172081,0.15679931640625,7444.43493061,0.2,-0.016705939220264553,0.738674521446228,0.024788196850568055,-0.2964806854724884,33587200,11118,3020,20490,-55.71330814361572,,
2060,781.01,9.182572364807129,0.00025,0.018099375,0.13070068359375,7295.7981964400005,0.2,-0.018281660275533795,0.7763410806655884,0.030992257222533227,-0.29991430044174194,33751040,11122,3034,20590,-55.93971977233887,,
2070,791.35,9.28339672088623,0.00025,0.018513594,0.1297607421875,7382.28109665,0.2,-0.020069585379678755,0.7912803888320923,0.03163425130769611,-0.29981738328933716,33914880,11127,3047,20690,-56.11490707397461,,
,,9.340781211853027,0.00025,0.017735416,0.1279541015625,,0.2,-0.01764910570345819,0.8011630773544312,0.018084808718413115,-0.3021823763847351,34000000,,,20750,-56.194837188720705,1000.0,9878.127054327726
2080,768.07,9.367574691772461,0.00025,0.017722216,0.1215087890625,7192.987119460001,0.2,-0.020458761556074023,0.7967908382415771,0.023368757218122482,-0.3067017197608948,34078720,11123,3063,20790,-56.25203113555908,,
2090,801.68,9.472247123718262,0.00025,0.018242959,0.13665771484375,7492.93949444,0.2,-0.020185192627832294,0.8346466422080994,0.03579489272087812,-0.30349624156951904,34242560,11127,3077,20890,-56.39298419952392,,
2100,793.07,9.615540504455566,0.00025,0.017574066,0.13043212890625,7422.588440880001,0.2,-0.018592944042757152,0.7961382865905762,0.0182003790512681,-0.30699583888053894,34406400,11132,3090,20990,-56.56695899963379,,
2110,780.36,9.761713981628418,0.00025,0.019828951,0.144189453125,7328.06468417,0.2,-0.01843031151802279,0.7902549505233765,0.029509988613426685,-0.3023991882801056,34570240,11135,3104,21090,-56.78719482421875,,
2120,816.73,9.951251029968262,0.00025,0.016812798,0.126983642578125,7669.74130916,0.2,-0.019947886047884823,0.8266259431838989,0.03125249063596129,-0.30747392773628235,34734080,11139,3118,21190,-57.039306259155275,,
2130,741.29,10.11617660522461,0.00025,0.019666439,0.14522705078125,6931.084013599999,0.2,-0.020280734810512513,0.8343362212181091,0.029896514676511287,-0.30726197361946106,34897920,11143,3131,21290,-57.221623229980466,,
2140,822.41,10.253107070922852,0.00025,0.019613236,0.143011474609375,7724.85423037,0.2,-0.019794374983757735,0.7586427927017212,0.02620190931484103,-0.30916786193847656,35061760,11148,3144,21390,-57.40271625518799,,
2150,805.37,10.452811241149902,0.00025,0.018079672,0.138555908203125,7579.513580289999,0.2,-0.019723549322225153,0.7714806199073792,0.04030554536730051,-0.30486977100372314,35225600,11152,3158,21490,-57.59529190063476,,
2160,765.04,10.591184616088867,0.00025,0.018786127,0.13062744140625,7157.40674564,0.2,-0.021027064172085375,0.7490108609199524,0.0474433071911335,-0.30773934721946716,35389440,11157,3171,21590,-57.78461685180664,,
2170,814.0,10.736902236938477,0.00025,0.017356735,0.12420654296875,7650.355760689999,0.2,-0.017904847708996384,0.8259965777397156,0.014088753052055836,-0.3151285648345947,35553280,11160,3185,21690,-57.90372447967529,,
2180,840.88,10.935144424438477,0.00025,0.015848694,0.12489013671875,7914.808240459998,0.2,-0.01832192122237757,0.8130167126655579,0.02381836837157607,-0.3133189380168915,35717120,11164,3199,21790,-58.12878704071045,,
2190,836.12,11.036638259887695,0.00025,0.014920163,0.113128662109375,7860.857099809999,0.2,-0.017194631026359274,0.7804599404335022,0.021961728855967522,-0.31163132190704346,35880960,11168,3212,21890,-58.26093463897705,,
,,11.163504600524902,0.00025,0.018826723,0.135394287109375,,0.2,-0.018882229889277367,0.7663008570671082,0.03560866881161928,-0.30887579917907715,36000000,,,21970,-58.40371971130371,1000.0,9669.484788283147
2200,817.92,11.182160377502441,0.00025,0.01845942,0.135369873046875,7712.14507584,0.2,-0.018517190346028656,0.6605701446533203,0.019641759945079683,-0.31535300612449646,36044800,11165,3228,21990,-58.42899913787842,,
2210,841.63,11.314507484436035,0.00025,0.016667672,0.120654296875,7940.1149808599985,0.2,-0.017076127254404126,0.8055535554885864,0.01674155448563397,-0.31604358553886414,36208640,11168,3241,22090,-58.613516616821286,,
2220,856.71,11.479413032531738,0.00025,0.017082274,0.1277587890625,8060.752529269999,0.2,-0.019345516769681124,0.8037365078926086,0.031699206214398146,-0.3147211968898773,36372480,11172,3255,22190,-58.792543983459474,,
2230,757.18,11.618462562561035,0.00025,0.01980449,0.144964599609375,7068.419298909999,0.2,-0.01913507381104864,0.7587679624557495,0.032053014077246186,-0.31448572874069214,36536320,11176,3268,22290,-58.957330322265626,,
2240,759.48,11.797000885009766,0.00025,0.018673655,0.130181884765625,7101.068013010001,0.2,-0.01963695154991001,0.8234440088272095,0.031001206208020448,-0.31618353724479675,36700160,11180,3282,22390,-59.14663829803467,,
2250,815.2,11.944089889526367,0.00025,0.017369332,0.120379638671875,7654.759370050001,0.2,-0.01680466808611527,0.8453994989395142,0.016411537211388348,-0.3166090250015259,36864000,11183,3296,22490,-59.28558216094971,,
2260,809.45,12.128806114196777,0.00025,0.01865357,0.154925537109375,7594.96180318,0.2,-0.019158531515859067,0.8155748844146729,0.027753667999058963,-0.3197389543056488,37027840,11187,3309,22590,-59.48718318939209,,
2270,748.72,12.299249649047852,0.00025,0.017289534,0.114044189453125,7005.376486919999,0.2,-0.01915639229118824,0.7869985103607178,0.025579756125807762,-0.3215535879135132,37191680,11190,3323,22690,-59.643798637390134,,
2280,811.61,12.483515739440918,0.00025,0.01561044,0.120068359375,7631.59231,0.2,-0.018037577997893094,0.8952064514160156,0.00903795266058296,-0.3272634744644165,37355520,11194,3336,22790,-59.803605461120604,,
2290,784.19,12.641911506652832,0.00025,0.019097153,0.13682861328125,7353.85095066,0.2,-0.019072525994852187,0.7584212422370911,0.04358437489718199,-0.31498539447784424,37519360,11198,3350,22890,-59.94238681793213,,
2300,787.67,12.801894187927246,0.00025,0.017272143,0.137152099609375,7389.528619560001,0.2,-0.01796929065603763,0.7310243248939514,0.03598969429731369,-0.3172115683555603,37683200,11201,3363,22990,-60.09688262939453,,
2310,805.49,13.034058570861816,0.00025,0.016737998,0.125689697265625,7577.74931211,0.2,-0.016835149482358248,0.8280321955680847,0.020120040373876692,-0.3200474679470062,37847040,11205,3377,23090,-60.287369346618654,,
,,13.23990535736084,0.00025,0.019443816,0.1474853515625,,0.2,-0.01910578317474574,0.8029345273971558,0.026359957456588746,-0.32556620240211487,38000000,,,23190,-60.44084987640381,1000.0,9929.14820305109
2320,789.84,,,,,7424.322172879998,,,,,,38010880,11201,3393,,,,
2330,845.83,13.390385627746582,0.00025,0.018137049,0.131646728515625,8020.88086975,0.2,-0.018481747270561753,0.7268041372299194,0.0364542524330318,-0.31958702206611633,38174720,11204,3406,23290,-60.579146194458005,,
2340,844.27,13.593045234680176,0.00025,0.019181285,0.13468017578125,7980.794751710001,0.2,-0.02021404290571809,0.7918772101402283,0.02719929413869977,-0.3263658881187439,38338560,11208,3420,23390,-60.77230434417724,,
2350,763.72,13.76711654663086,0.00025,0.01862391,0.143212890625,7163.984555130001,0.2,-0.01955138782504946,0.8203318119049072,0.027950033918023108,-0.32691749930381775,38502400,11211,3434,23490,-60.99434642791748,,
